"Sample","14","15","16","29","30","31","8","9","10","23","24","25","38","39","40","17","18","19","26","27","28","20","21","22","35","36","37","32","33","34","10713-1","10713-2","10713-3","13514-1","13514-2","13514-3","53211-1","53211-2","53211-3"
"Label","CAN","CAN","CAN","CS","CS","CS","LAB","LAB","LAB","PN","PN","PN","REG","REG","REG","RIP","RIP","RIP","RL","RL","RL","ROT","ROT","ROT","RU","RU","RU","TRI","TRI","TRI","CFN","CFN","CFN","CHT","CHT","CHT","SB","SB","SB"
99.20475000000002,223229.0,256239.0,,,,,255851.0,,,719730.0,820178.0,535820.0,861252.0,733157.0,626267.0,154240.0,220834.0,,,525282.0,413223.0,,,,937656.0,646372.0,499978.0,445540.0,408345.0,326200.0,,,,,,,,,
99.20620466666668,289877.0,401200.0,281404.0,562478.0,642122.0,344005.0,239609.0,321918.0,444545.0,615577.0,631065.0,,,,,,249620.0,,616237.0,611422.0,571631.0,,,,,,,,,,,,,,,,,,
101.359224,,,,,114968.0,,,,,145300.0,,164812.0,238258.0,270985.0,280346.0,145243.0,,,110613.0,,135342.0,,,,339510.0,186017.0,353130.0,239396.0,365049.0,553179.0,,,,,,,,,
102.12435923076924,,,,251626.0,,,,,,628804.0,524773.0,366943.0,1595258.0,1047708.0,1380068.0,,,,,,,,,,640255.0,1035697.0,1022829.0,1167445.0,929826.0,930550.0,,,,,,,,,
103.08287875,,,,255846.0,356941.0,769669.0,,,,,,,258711.0,267929.0,205573.0,111007.0,,,205214.0,181171.0,315708.0,,,,1925005.0,568866.0,296606.0,426562.0,383980.0,862118.0,,,,,,,,,
104.997676,201716.0,204990.0,269576.0,564366.0,214086.0,528932.0,126711.0,,205699.0,603009.0,770453.0,,,,,,124959.0,,306029.0,499670.0,203319.0,150866.0,,,,,,,,,,,,,,,,,
108.86355615384613,,,,,,,,,,452451.0,439661.0,475243.0,605234.0,624148.0,657322.0,,,,,,,,158507.0,,951236.0,658823.0,1172165.0,385231.0,582343.0,1057706.0,,,,,,,,,
108.86367399999999,138354.0,203522.0,132846.0,291049.0,206432.0,332939.0,219454.0,242046.0,294690.0,,,,,,,273519.0,,108889.0,291971.0,252579.0,378853.0,,,139274.0,,,,,,,,,,,,,,,
111.26204384615383,,119963.0,,,,,,,,670793.0,1031498.0,895808.0,810582.0,779110.0,467016.0,,,,,,,,,,1307180.0,824390.0,594479.0,601445.0,693205.0,644610.0,,,,,,,,,
112.33660307692308,,,,,,,,,137211.0,222896.0,201352.0,118995.0,1529974.0,1039845.0,1419641.0,,,,,,,,,,736252.0,1118636.0,1134649.0,1127670.0,894127.0,1035632.0,,,,,,,,,
112.78209529411768,179719.0,,,,183983.0,,249235.0,,365184.0,,199046.0,,586897.0,988997.0,886061.0,,,187420.0,340795.0,,204238.0,,,,772703.0,1281234.0,517705.0,1515216.0,1548147.0,393182.0,,,,,,,,,
113.59870153846154,166574.0,280076.0,195139.0,481286.0,,527799.0,,147482.0,251289.0,,,,,,,,,179153.0,,453821.0,172625.0,187096.0,102683.0,115890.0,,,,,,,,,,,,,,,
113.60059076923076,127739.0,259345.0,,472112.0,,500959.0,209725.0,,260262.0,142521.0,,,,,,,141148.0,177701.0,231395.0,465803.0,240607.0,149303.0,,,,,,,,,,,,,,,,,
113.73489176470588,112576.0,184903.0,119435.0,,,,,,150826.0,349648.0,320356.0,184372.0,2233510.0,1559547.0,2186154.0,,,,355558.0,,,,,,1178050.0,1541017.0,1598441.0,1815968.0,1368677.0,1574924.0,,,,,,,,,
120.10751608695655,178652.0,,229223.0,487675.0,166556.0,476166.0,,104095.0,,486858.0,648213.0,558893.0,818692.0,1401276.0,1062807.0,103666.0,,113796.0,240754.0,446398.0,280799.0,,,,947808.0,1483315.0,582061.0,2215780.0,1916730.0,397132.0,,,,,,,,,
120.10969187499997,,270375.0,207363.0,,,,,135960.0,,621051.0,902902.0,826954.0,1083905.0,2006144.0,1489490.0,,,,,,,,117655.0,,1187329.0,2153706.0,812227.0,2996672.0,2573967.0,513447.0,,,,,,,,,
121.10527111111111,,115421.0,,147300.0,103171.0,238816.0,,,,141676.0,,186750.0,271745.0,297971.0,142451.0,,,,271462.0,164788.0,142480.0,,,,138028.0,149490.0,187636.0,159618.0,192537.0,220082.0,,,,,,,,,
123.07901846153848,140938.0,,,,,,,,,941091.0,785818.0,534861.0,2561453.0,1777846.0,2303873.0,,,,,,,,,,1134276.0,1767032.0,1504458.0,2269901.0,1630859.0,1595032.0,,,,,,,,,
